id,date,time,spicy,cold,coffee,soda,alcohol,mlik,water,greens,lactobacillus
gaori,2019-08-19,12:00,0,0,0,0,0,1,1000,0,0
gaori,2019-08-19,22:00,0,0,0,0,0,0,100,0,1
gaori,2019-08-20,12:00,0,0,0,0,0,0,2000,0,1
gaori,2019-08-20,20:00,0,1,0,0,0,1,100,0,1
hae,2019-08-02,19:00,0,0,0,0,0,1,0,0,0
hae,2019-08-02,22:20,0,1,0,0,0,0,600,1,0
hae,2019-08-03,21:20,2,1,0,0,0,0,1000,1,0
hae,2019-08-03,11:20,0,1,1,0,0,0,0,0,0
hae,2019-08-03,12:10,0,1,0,1,0,0,0,1,0
hae,2019-08-03,15:00,0,0,0,0,0,0,0,0,0
hae,2019-08-04,18:40,2,0,0,0,0,0,500,0,0
hae,2019-08-04,9:20,0,1,1,0,0,0,0,0,0
hae,2019-08-05,10:30,0,0,0,0,0,0,0,0,0
hae,2019-08-05,12:40,0,1,1,0,0,0,700,1,0
hae,2019-08-06,17:00,2,0,0,1,0,0,0,1,0
hae,2019-08-06,12:00,0,0,0,0,0,0,300,0,0
hae,2019-08-06,21:00,0,0,0,0,1,0,0,0,0
hae,2019-08-06,23:00,0,0,0,0,0,0,1000,0,0
hae,2019-08-07,20:00,3,1,0,1,0,0,1300,0,0
hae,2019-08-07,11:30,0,0,0,0,0,0,0,0,0
hae,2019-08-07,15:00,0,1,1,0,0,0,0,0,0
hae,2019-08-08,18:00,3,0,0,1,0,0,0,1,0
hae,2019-08-08,12:00,0,0,0,0,0,0,0,1,0
hae,2019-08-08,23:00,0,1,0,0,0,0,700,0,0
hae,2019-08-09,10:00,0,1,1,0,0,0,0,0,0
hae,2019-08-09,12:30,0,0,0,0,0,0,0,1,0
hae,2019-08-09,20:00,0,0,0,1,0,0,1100,1,0
hae,2019-08-10,18:40,2,1,0,1,0,0,1000,0,0
hae,2019-08-10,1:00,0,1,0,1,0,0,0,0,0
hae,2019-08-10,13:00,0,0,0,0,0,0,0,1,0
hae,2019-08-11,13:00,0,1,0,1,0,0,0,0,0
hae,2019-08-11,20:00,0,1,0,0,0,0,800,0,0
hae,2019-08-12,10:30,0,1,0,0,0,0,0,0,0
hae,2019-08-12,12:00,0,0,0,0,0,0,0,0,0
hae,2019-08-12,15:00,0,1,1,0,0,0,0,0,0
hae,2019-08-12,20:00,0,0,0,0,0,0,1500,0,0
hae,2019-08-13,12:30,0,1,1,0,0,0,0,0,0
hae,2019-08-13,19:00,0,1,0,0,0,1,1000,0,0
hae,2019-08-14,12:30,0,1,0,1,0,0,0,1,0
hae,2019-08-14,15:00,0,0,0,0,0,0,0,0,0
hae,2019-08-14,22:00,0,0,0,0,1,0,1000,1,0
hae,2019-08-15,13:30,0,1,1,0,0,0,0,1,0
hae,2019-08-15,19:00,0,0,0,0,0,0,0,1,0
hae,2019-08-16,12:00,0,1,1,0,0,0,800,1,0
hae,2019-08-17,18:20,2,1,0,1,0,0,0,0,0
hae,2019-08-17,13:30,0,1,1,0,0,0,800,0,0
hae,2019-08-18,13:00,2,0,0,0,0,0,0,0,0
hae,2019-08-18,1:00,0,1,0,1,1,0,0,0,0
hae,2019-08-18,15:00,0,1,1,0,0,0,0,0,0
hae,2019-08-18,20:00,0,1,0,0,0,0,1300,1,0
hae,2019-08-19,12:00,1,1,1,0,0,0,500,0,0
hae,2019-08-19,20:00,0,1,0,1,0,0,0,0,0
hae,2019-08-19,23:00,0,0,0,0,0,0,1000,1,0
hae,2019-08-20,12:00,0,1,1,0,0,0,0,0,0
hae,2019-08-20,19:20,3,0,0,0,0,0,0,1,0
hae,2019-08-20,20:30,0,1,1,0,0,0,900,0,0
kairos,2019-08-02,19:02,1,0,0,0,0,0,0,0,0
kairos,2019-08-02,19:29,0,1,0,0,1,0,0,0,0
kairos,2019-08-03,22:00,0,1,0,0,1,0,0,0,0
kairos,2019-08-03,0:30,0,0,0,0,0,0,0,0,0
kairos,2019-08-03,13:00,2,0,0,0,0,0,0,0,0
kairos,2019-08-03,15:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-04,9:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-04,15:00,0,1,0,0,0,0,0,0,0
kairos,2019-08-04,18:35,0,0,0,1,0,0,0,0,0
kairos,2019-08-04,21:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-05,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-05,13:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-05,21:00,1,0,0,0,0,0,0,0,0
kairos,2019-08-06,10:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-06,13:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-06,19:00,1,0,0,0,0,0,0,0,0
kairos,2019-08-07,21:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-07,9:30,0,1,1,0,0,0,0,0,0
kairos,2019-08-07,12:45,0,0,0,0,0,0,0,0,0
kairos,2019-08-07,19:00,1,0,0,0,0,0,700,0,0
kairos,2019-08-08,7:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-08,10:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-08,17:30,1,0,0,0,0,0,0,0,0
kairos,2019-08-08,22:00,0,1,0,0,1,0,0,0,0
kairos,2019-08-09,7:15,0,1,1,0,0,0,0,0,0
kairos,2019-08-09,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-09,16:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-10,10:30,0,0,0,0,0,0,0,0,0
kairos,2019-08-10,11:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-10,13:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-10,18:30,0,0,0,0,0,0,0,1,0
kairos,2019-08-10,20:00,0,0,0,0,0,0,500,0,0
kairos,2019-08-11,19:00,2,0,0,0,0,0,0,0,0
kairos,2019-08-11,9:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-12,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-12,10:30,0,0,0,0,0,0,0,0,0
kairos,2019-08-13,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-13,18:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-14,9:30,0,1,1,0,0,0,0,0,0
kairos,2019-08-14,13:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-15,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-15,12:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-15,18:00,0,1,0,0,1,0,0,0,0
kairos,2019-08-16,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-17,10:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-17,13:00,1,0,0,0,0,0,0,0,0
kairos,2019-08-18,12:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-18,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-18,12:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-18,22:00,0,0,0,0,0,0,0,0,0
kairos,2019-08-19,9:00,0,1,1,0,0,0,0,0,0
kairos,2019-08-20,9:00,0,0,1,1,0,0,0,0,0
kairos,2019-08-20,12:30,0,0,0,0,0,0,0,0,0
kairos,2019-08-20,19:00,1,0,0,0,0,0,0,0,0
panda,2019-08-02,19:00,1,1,0,0,1,0,1000,0,1
panda,2019-08-03,8:00,1,0,0,0,0,0,0,0,1
panda,2019-08-03,10:00,0,1,0,0,0,0,0,0,0
panda,2019-08-03,12:00,1,0,0,0,0,0,0,0,0
panda,2019-08-03,15:00,1,0,0,0,0,0,0,0,0
panda,2019-08-03,19:00,1,1,0,0,1,0,500,0,0
panda,2019-08-04,14:00,0,0,0,0,0,0,0,0,0
panda,2019-08-04,18:00,0,0,0,0,0,0,0,0,0
panda,2019-08-04,13:00,1,0,0,1,0,0,0,0,0
panda,2019-08-04,19:00,1,0,0,0,0,0,500,0,1
panda,2019-08-05,7:30,1,0,0,0,0,0,0,0,1
panda,2019-08-05,19:00,2,1,0,0,1,0,0,0,0
panda,2019-08-05,12:40,0,1,0,0,0,0,0,0,0
panda,2019-08-06,13:00,1,0,0,0,0,0,0,0,1
panda,2019-08-06,19:00,1,0,0,0,0,0,0,0,0
panda,2019-08-06,21:00,1,0,0,0,0,0,500,0,0
panda,2019-08-07,7:30,0,0,0,0,0,0,0,0,1
panda,2019-08-07,12:30,0,1,0,0,0,0,0,0,0
panda,2019-08-07,20:30,0,0,0,0,0,0,1000,0,0
panda,2019-08-08,7:30,0,0,0,0,0,0,0,0,0
panda,2019-08-08,12:00,0,1,0,0,0,0,0,0,0
panda,2019-08-08,19:00,0,0,0,0,0,0,600,0,0
panda,2019-08-09,7:40,0,0,0,0,0,0,0,0,1
panda,2019-08-09,19:30,1,0,0,0,0,0,500,0,0
panda,2019-08-09,10:00,0,1,1,0,0,0,0,0,0
panda,2019-08-09,12:30,0,1,0,0,0,0,0,0,0
panda,2019-08-09,16:00,0,1,1,0,0,0,0,0,0
panda,2019-08-10,15:00,0,0,0,0,0,0,0,0,1
panda,2019-08-10,20:00,2,0,0,0,0,0,300,0,0
panda,2019-08-11,11:30,0,0,0,0,0,0,0,0,1
panda,2019-08-11,18:30,0,1,0,0,0,0,600,0,0
panda,2019-08-12,7:00,0,0,0,0,0,0,0,0,1
panda,2019-08-12,10:30,0,1,0,0,0,0,0,0,0
panda,2019-08-12,12:30,0,0,0,0,0,0,0,0,0
panda,2019-08-12,20:00,0,0,0,0,0,0,500,0,0
panda,2019-08-13,7:30,0,0,0,0,0,0,0,0,1
panda,2019-08-13,12:30,0,0,0,0,0,0,0,0,0
panda,2019-08-13,20:00,0,0,0,0,0,0,600,0,0
panda,2019-08-14,12:30,0,0,0,0,0,0,0,0,1
panda,2019-08-14,19:00,0,0,0,0,0,0,0,0,0
panda,2019-08-14,21:00,0,1,1,0,0,0,600,0,0
panda,2019-08-15,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-15,19:00,0,0,0,0,0,0,300,0,0
panda,2019-08-16,12:00,0,1,0,1,0,0,0,0,1
panda,2019-08-16,20:30,0,0,0,0,0,0,700,0,0
panda,2019-08-17,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-17,19:00,0,0,0,0,0,0,0,0,0
panda,2019-08-17,19:30,0,0,0,0,0,0,500,0,0
panda,2019-08-18,15:00,0,0,0,0,0,0,0,0,1
panda,2019-08-18,19:30,0,0,0,0,0,0,0,0,0
panda,2019-08-18,20:00,0,0,0,0,0,0,500,0,0
panda,2019-08-19,12:00,0,0,0,0,0,0,0,0,1
panda,2019-08-19,16:00,0,1,1,0,0,0,0,0,0
panda,2019-08-19,20:00,0,0,0,0,0,0,1000,0,0
panda,2019-08-20,7:50,1,0,0,0,0,0,0,0,1
panda,2019-08-20,10:00,0,1,1,0,0,0,0,0,0
panda,2019-08-20,12:00,1,0,0,0,0,0,0,0,0
squirrel,2019-08-02,20:00,2,0,0,0,0,0,500,0,0
squirrel,2019-08-03,8:40,0,0,0,0,0,0,200,1,0
squirrel,2019-08-03,10:40,0,0,0,0,0,0,0,0,0
squirrel,2019-08-03,15:00,0,0,0,0,0,0,200,0,0
squirrel,2019-08-03,20:20,0,0,0,0,0,0,0,0,0
squirrel,2019-08-03,19:30,3,0,0,0,0,0,200,0,0
squirrel,2019-08-03,12:20,1,1,0,0,0,0,200,0,0
squirrel,2019-08-04,18:30,0,1,0,0,0,1,0,0,0
squirrel,2019-08-04,13:20,0,1,1,0,0,1,0,0,0
squirrel,2019-08-04,17:30,2,1,0,0,1,0,200,1,0
squirrel,2019-08-04,13:00,1,0,0,0,0,0,400,0,0
squirrel,2019-08-05,8:20,0,0,0,0,0,1,0,0,0
squirrel,2019-08-05,19:30,0,1,0,0,0,0,200,1,0
squirrel,2019-08-05,13:30,0,0,0,0,0,0,300,0,0
squirrel,2019-08-06,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-06,11:00,0,0,0,0,0,0,200,0,0
squirrel,2019-08-06,14:00,0,0,0,0,0,0,0,1,0
squirrel,2019-08-06,17:00,1,1,0,1,0,1,200,1,0
squirrel,2019-08-07,11:30,0,0,0,0,0,0,300,1,0
squirrel,2019-08-07,15:00,0,0,0,0,0,0,400,0,0
squirrel,2019-08-07,19:00,0,1,0,1,0,0,0,0,0
squirrel,2019-08-07,22:00,0,1,0,0,0,0,0,1,0
squirrel,2019-08-08,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-08,21:00,0,1,0,1,0,1,0,1,0
squirrel,2019-08-08,12:00,1,0,0,0,0,0,500,1,0
squirrel,2019-08-09,16:30,0,1,1,0,0,1,0,0,0
squirrel,2019-08-09,12:00,1,0,0,0,0,0,200,0,0
squirrel,2019-08-09,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-09,20:00,0,1,0,0,0,0,0,1,0
squirrel,2019-08-10,23:00,0,1,0,0,0,1,0,0,0
squirrel,2019-08-10,16:00,2,0,0,0,0,0,200,0,0
squirrel,2019-08-10,10:00,1,0,0,0,0,0,0,0,0
squirrel,2019-08-11,9:00,0,1,0,0,0,1,0,0,0
squirrel,2019-08-11,21:00,2,1,0,1,0,0,500,1,0
squirrel,2019-08-11,12:00,1,1,0,0,0,0,300,0,0
squirrel,2019-08-12,11:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-12,13:30,0,0,0,0,0,1,0,0,0
squirrel,2019-08-12,14:00,0,1,0,0,0,0,0,0,0
squirrel,2019-08-12,18:00,0,0,0,0,0,0,700,1,0
squirrel,2019-08-13,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-13,10:00,0,0,0,0,0,0,300,1,0
squirrel,2019-08-13,12:00,1,0,0,0,0,0,200,0,0
squirrel,2019-08-13,21:00,3,0,0,0,0,1,0,1,0
squirrel,2019-08-14,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-14,15:00,0,0,0,0,0,0,0,0,0
squirrel,2019-08-14,11:30,1,0,0,0,0,1,200,1,0
squirrel,2019-08-14,20:00,1,1,0,0,0,0,300,1,0
squirrel,2019-08-15,21:00,0,1,0,0,0,1,0,1,0
squirrel,2019-08-15,14:30,3,1,0,0,0,1,0,1,0
squirrel,2019-08-15,10:00,1,0,0,0,0,0,300,0,0
squirrel,2019-08-16,8:20,0,0,0,0,0,0,200,0,0
squirrel,2019-08-16,21:00,1,0,0,0,0,0,300,0,0
squirrel,2019-08-16,19:30,0,1,0,0,0,1,0,0,0
squirrel,2019-08-17,14:20,2,0,0,0,0,0,0,0,0
squirrel,2019-08-17,10:00,0,0,0,0,0,0,0,1,0
squirrel,2019-08-17,21:00,0,1,0,0,0,0,500,0,0
squirrel,2019-08-18,12:30,0,0,0,0,0,0,0,0,0
squirrel,2019-08-18,14:30,0,1,1,0,0,1,0,0,0
squirrel,2019-08-18,18:00,0,1,0,0,0,0,0,1,0
squirrel,2019-08-19,8:00,0,0,0,0,0,1,0,0,0
squirrel,2019-08-19,12:00,0,1,0,1,0,0,0,0,0
squirrel,2019-08-19,17:00,0,0,0,0,0,0,0,0,0
squirrel,2019-08-20,8:00,0,0,0,0,0,1,0,1,0
squirrel,2019-08-20,8:00,0,0,0,0,0,1,0,1,0
squirrel,2019-08-20,12:00,0,1,0,0,0,0,500,0,0
squirrel,2019-08-20,20:30,0,1,0,0,0,0,0,1,0
wolf,2019-08-02,19:00,1,1,0,0,1,0,500,0,0
wolf,2019-08-03,12:30,1,0,0,0,0,0,0,0,0
wolf,2019-08-03,11:10,0,1,1,0,0,0,0,0,0
wolf,2019-08-03,15:00,0,0,0,0,0,0,200,0,0
wolf,2019-08-03,18:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-03,21:30,0,0,0,0,1,1,0,0,0
wolf,2019-08-04,20:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-04,10:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-04,15:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-05,19:00,2,1,0,0,1,0,0,0,0
wolf,2019-08-05,8:40,0,0,0,0,0,0,0,0,0
wolf,2019-08-05,12:40,0,1,0,0,0,0,500,0,0
wolf,2019-08-05,23:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-06,9:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-06,15:00,0,0,0,0,0,1,0,0,0
wolf,2019-08-06,19:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,11:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,15:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,18:30,0,0,0,0,0,0,200,0,0
wolf,2019-08-07,23:00,0,0,1,0,0,0,0,0,0
wolf,2019-08-08,12:20,0,1,1,0,0,0,0,0,0
wolf,2019-08-08,20:00,0,0,0,0,1,0,0,0,0
wolf,2019-08-08,23:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-09,19:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-09,10:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-09,12:40,0,0,0,0,0,0,0,1,0
wolf,2019-08-09,17:00,0,1,0,0,0,0,0,0,0
wolf,2019-08-10,13:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-10,15:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-10,19:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-10,20:30,0,1,1,0,0,0,0,0,0
wolf,2019-08-11,20:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-11,10:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-11,15:30,0,0,0,0,0,1,0,0,0
wolf,2019-08-13,19:30,1,0,0,0,0,0,0,1,0
wolf,2019-08-13,12:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-14,21:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-14,8:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-14,10:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-14,16:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-15,19:10,2,0,0,0,0,0,0,0,0
wolf,2019-08-15,8:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,12:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-16,19:20,1,0,0,0,1,0,0,0,0
wolf,2019-08-16,14:20,0,0,0,0,0,1,0,0,0
wolf,2019-08-16,8:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,18:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,10:10,0,0,1,0,0,0,0,0,0
wolf,2019-08-17,17:20,1,1,0,0,0,0,0,0,0
wolf,2019-08-17,11:00,0,0,0,0,0,1,0,0,0
wolf,2019-08-17,18:30,0,0,0,0,1,0,0,0,0
wolf,2019-08-17,22:30,0,0,0,1,0,0,0,0,0
wolf,2019-08-18,20:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-18,12:31,0,1,1,0,0,0,0,0,0
wolf,2019-08-18,16:20,0,1,1,0,0,1,0,0,0
wolf,2019-08-19,12:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-19,20:20,0,0,0,0,0,1,0,0,0
wolf,2019-08-20,11:45,0,0,0,0,0,0,0,0,0
wolf,2019-08-20,19:40,1,0,0,1,0,0,0,0,0
