id,date,time,spicy,cold,coffee,soda,alcohol,mlik,water,greens,lactobacillus
wolf,2019-08-02,19:00,1,1,0,0,1,0,500,0,0
wolf,2019-08-03,12:30,1,0,0,0,0,0,0,0,0
wolf,2019-08-03,11:10,0,1,1,0,0,0,0,0,0
wolf,2019-08-03,15:00,0,0,0,0,0,0,200,0,0
wolf,2019-08-03,18:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-03,21:30,0,0,0,0,1,1,0,0,0
wolf,2019-08-04,20:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-04,10:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-04,15:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-05,19:00,2,1,0,0,1,0,0,0,0
wolf,2019-08-05,8:40,0,0,0,0,0,0,0,0,0
wolf,2019-08-05,12:40,0,1,0,0,0,0,500,0,0
wolf,2019-08-05,23:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-06,9:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-06,15:00,0,0,0,0,0,1,0,0,0
wolf,2019-08-06,19:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,11:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,15:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-07,18:30,0,0,0,0,0,0,200,0,0
wolf,2019-08-07,23:00,0,0,1,0,0,0,0,0,0
wolf,2019-08-08,12:20,0,1,1,0,0,0,0,0,0
wolf,2019-08-08,20:00,0,0,0,0,1,0,0,0,0
wolf,2019-08-08,23:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-09,19:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-09,10:30,0,0,0,0,0,0,0,0,0
wolf,2019-08-09,12:40,0,0,0,0,0,0,0,1,0
wolf,2019-08-09,17:00,0,1,0,0,0,0,0,0,0
wolf,2019-08-10,13:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-10,15:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-10,19:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-10,20:30,0,1,1,0,0,0,0,0,0
wolf,2019-08-11,20:00,2,0,0,0,0,0,0,0,0
wolf,2019-08-11,10:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-11,15:30,0,0,0,0,0,1,0,0,0
wolf,2019-08-13,19:30,1,0,0,0,0,0,0,1,0
wolf,2019-08-13,12:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-14,21:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-14,8:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-14,10:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-14,16:00,0,1,1,0,0,0,0,0,0
wolf,2019-08-15,19:10,2,0,0,0,0,0,0,0,0
wolf,2019-08-15,8:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,12:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-16,19:20,1,0,0,0,1,0,0,0,0
wolf,2019-08-16,14:20,0,0,0,0,0,1,0,0,0
wolf,2019-08-16,8:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,18:20,0,0,0,0,0,0,0,0,0
wolf,2019-08-16,10:10,0,0,1,0,0,0,0,0,0
wolf,2019-08-17,17:20,1,1,0,0,0,0,0,0,0
wolf,2019-08-17,11:00,0,0,0,0,0,1,0,0,0
wolf,2019-08-17,18:30,0,0,0,0,1,0,0,0,0
wolf,2019-08-17,22:30,0,0,0,1,0,0,0,0,0
wolf,2019-08-18,20:00,1,0,0,0,0,0,0,0,0
wolf,2019-08-18,12:31,0,1,1,0,0,0,0,0,0
wolf,2019-08-18,16:20,0,1,1,0,0,1,0,0,0
wolf,2019-08-19,12:00,0,0,0,0,0,0,0,0,0
wolf,2019-08-19,20:20,0,0,0,0,0,1,0,0,0
wolf,2019-08-20,11:45,0,0,0,0,0,0,0,0,0
wolf,2019-08-20,19:40,1,0,0,1,0,0,0,0,0
